,Author,File_ID,File_Name,Mean Sentiment,Year,Useful?
1159,Kennedy,157,"FCC v Fox TV Stations, Inc..txt",0.297826087,2009,
1307,Kennedy,305,McNeil v North Carolina.txt,0.3,1990,
1230,Kennedy,228,Idaho v Coeur D'Alene Tribe.txt,0.30026087,1997,
1297,Kennedy,295,Maryland v WIlson.txt,0.302380952,1997,
1331,Kennedy,329,Moseley v V Secret Catalogue.txt,0.303030303,2003,
1353,Kennedy,351,NLRB v Health Care & Ret. Corp. of Am..txt,0.305194805,1994,
1351,Kennedy,349,Nixon v Shrink Mo. Gov't Pac.txt,0.307865169,2000,
1332,Kennedy,330,Mu'Min v Virginia.txt,0.30872093,1991,
1505,Kennedy,503,US v Windsor.txt,0.312418301,2013,
1035,Kennedy,33,Ballard v Comm'r.txt,0.3125,2005,
1540,Kennedy,538,Zuni Pub. Sch. Dist. No. 89 v Dep't of Educ..txt,0.3125,2007,
1157,Kennedy,155,Farrey v Sanderfoot.txt,0.313829787,1991,
1137,Kennedy,135,Dennis v Higgins.txt,0.314027778,1991,
1500,Kennedy,498,US v Tohono O'odham Nation.txt,0.315265487,2011,
1072,Kennedy,70,Burdick v Takushi.txt,0.315868263,1992,
1075,Kennedy,73,"Burwell v Hobby Lobby Stores, Inc..txt",0.318681319,2014,
1320,Kennedy,318,Minnesota v Carter.txt,0.318681319,1998,
1453,Kennedy,451,Traffix Devices v Mktg. Displays.txt,0.32044335,2001,
1264,Kennedy,262,Lamb's Chapel v Ctr. Moriches Union Free Sch. Dist..txt,0.320833333,1993,
1042,Kennedy,40,Bd. of Regents v Southworth.txt,0.325362319,2000,
1168,Kennedy,166,Fisher v Univ. of Tex..txt,0.330897436,2013,
1402,Kennedy,400,Richmond v J. A. Croson Co..txt,0.336,1989,
1074,Kennedy,72,Burson v Freeman.txt,0.337272727,1992,
1117,Kennedy,115,Comm'r v Estate of Hubert.txt,0.347420635,1997,
1236,Kennedy,234,"J. McIntyre Mach., Ltd. v Nicastro.txt",0.347445255,2011,
1447,Kennedy,445,Texas v Cobb.txt,0.348076923,2001,
1293,Kennedy,291,Martinez v Court of Appeal.txt,0.35,2000,
1218,Kennedy,216,Hodgson v Minnesota.txt,0.352790698,1990,
1097,Kennedy,95,Chisom v Roemer.txt,0.357142857,1991,
1298,Kennedy,296,Massaro v US.txt,0.358333333,2003,
1374,Kennedy,372,Perdue v Kenny A..txt,0.358333333,2010,
1396,Kennedy,394,Republican Party v White.txt,0.359793814,2002,
1121,Kennedy,119,County of Allegheny v ACLU.txt,0.364397321,1989,
1338,Kennedy,336,N.Y. State Bd. of Elections v Lopez Torres.txt,0.371176471,2008,
1082,Kennedy,80,California v Am. Stores Co..txt,0.371428571,1990,
1421,Kennedy,419,Shalala v Guernsey Mem'l Hosp..txt,0.379872881,1995,
1375,Kennedy,373,Perry v Leeke.txt,0.383333333,1989,
1120,Kennedy,118,Cook v Gralike.txt,0.386440678,2001,
1308,Kennedy,306,McNeil v Wisconsin.txt,0.39,1991,
1044,Kennedy,42,Beard v Kindler.txt,0.395454545,2009,
1260,Kennedy,258,"Koons Buick Pontiac GMC, Inc. v Nigh.txt",0.395454545,2004,
1003,Kennedy,1,Abbott v Abbott.txt,0.400268097,2010,
1222,Kennedy,220,Holland v Illinois.txt,0.401612903,1990,
1448,Kennedy,446,Texas v Johnson.txt,0.4025,1989,
1346,Kennedy,344,Nev. Comm'n on Ethics v Carrigan.txt,0.407333333,2011,
1513,Kennedy,511,Virginia v Maryland.txt,0.408128079,2003,
1270,Kennedy,268,Lee v Weisman.txt,0.423925501,1992,
1008,Kennedy,6,Alaska v US.txt,0.426031746,2005,
1118,Kennedy,116,Comm'r v Soliman.txt,0.428387097,1993,
1261,Kennedy,259,KSR Int'l Co. v Teleflex Inc..txt,0.429359823,2007,
1094,Kennedy,92,"Chauffeurs, Teamsters & Helpers, Local.txt",0.433464567,1990,
1174,Kennedy,172,Freeman v Pitts.txt,0.433707865,1992,
1364,Kennedy,362,Pac. Mut. Life Ins. Co. v Haslip.txt,0.433783784,1991,
1509,Kennedy,507,"Verizon Md., Inc. v PSC.txt",0.441666667,2002,
1356,Kennedy,354,Obergefell v Hodges.txt,0.445552561,2015,
1514,Kennedy,512,W. v Gibson.txt,0.446153846,1999,
1104,Kennedy,102,City of Chi. v Morales.txt,0.446875,1999,
1515,Kennedy,513,Ward v Rock Against Racism.txt,0.447126437,1989,
1207,Kennedy,205,Harte-Hanks Communications v Connaughton.txt,0.45,1989,
1189,Kennedy,187,Golden State Transit Corp. v Los Angeles.txt,0.451834862,1989,
1098,Kennedy,96,Christian Legal Soc'y Chapter of the Univ. of Cal. v Martinez.txt,0.455696203,2010,
1041,Kennedy,39,Bd. of Educ. v Mergens.txt,0.456521739,1990,
1456,Kennedy,454,Troxel v Granville.txt,0.462628866,2000,
1172,Kennedy,170,Florida v Long.txt,0.466598361,1988,
1083,Kennedy,81,California v Deep Sea Research.txt,0.471428571,1998,
1167,Kennedy,165,Fisher v Univ. of Tex. (2).txt,0.477431421,2016,
1219,Kennedy,217,Hoffman-La Roche v Sperling.txt,0.484782609,1989,
1525,Kennedy,523,Williams-Yulee v Fla. Bar.txt,0.494811321,2015,
1443,Kennedy,441,Supreme Court of Va. v Friedman.txt,0.499337748,1988,
1450,Kennedy,448,Thomas Jefferson Univ. v Shalala.txt,0.505787037,1994,
1273,Kennedy,271,Lehnert v Ferris Faculty Ass'n.txt,0.507894737,1991,
1457,Kennedy,455,Tuan Anh Nguyen v INS.txt,0.514900662,2001,
1463,Kennedy,461,"U.S. Bank N.A. v Vill. at Lakeridge, LLC.txt",0.55,2018,
1488,Kennedy,486,US v Kokinda.txt,0.562903226,1990,
1360,Kennedy,358,Osterneck v Ernst & Whinney.txt,0.569375,1989,
1056,Kennedy,54,Boggs v Boggs.txt,0.569559902,1997,
1527,Kennedy,525,Winkelman v Parma City Sch. Dist..txt,0.5752443,1994,
1101,Kennedy,99,"Citibank, N.A. v Wells Fargo Asia.txt",0.594444444,1990,
1065,Kennedy,63,Bray v Alexandria Women's Health Clinic.txt,0.5975,1993,
1079,Kennedy,77,Cal. Democratic Party v Jones.txt,0.66,2000,
1084,Kennedy,82,"Campbell v Acuff-Rose Music, Inc..txt",0.686619718,1994,
1406,Kennedy,404,Rodriguez v US.txt,0.733333333,2015,
1290,Kennedy,288,Mallard v United States Dist. Court for Southern Dist..txt,0.75,1989,
1387,Kennedy,385,Quackenbush v Allstate Ins. Co..txt,0.7671875,1996,
1135,Kennedy,133,Delo v Stokes.txt,0.769230769,1990,
1149,Kennedy,147,"eBay Inc. v MercExchange, L.L.C..txt",0.792857143,2006,
1435,Kennedy,433,"Stewart Org., Inc. v Ricoh Corp..txt",0.794444444,1988,
1165,Kennedy,163,FirsTier Mortgage Co. v Investors Mortgage Ins. Co..txt,0.857142857,1991,
1166,Kennedy,164,Fischer v US.txt,0.860377358,2000,
1177,Kennedy,175,"Friends of the Earth, Inc. v Laidlaw Envtl. Servs. (TOC), Inc..txt",0.9,2000,
1412,Kennedy,410,Rowland v California Men's Colony.txt,1.07,1993,
1295,Kennedy,293,Maryland v Buie.txt,1.14,1990,
1499,Kennedy,497,US v Stuart.txt,1.19,1989,X
1321,Kennedy,319,Minnesota v Olson.txt,1.2,1990,
1325,Kennedy,323,Missouri v McNeely.txt,1.528571429,2013,X
1855,OConnor,315,Lanier v South Carolina.txt,-1.65,1985,X
1808,OConnor,268,Hudson v McMillian.txt,-0.952272727,1992,X
1670,OConnor,130,Connecticut Nat'l Bank v Germain.txt,-0.9,1992,
2091,OConnor,551,Tennessee v Garner.txt,-0.843895349,1985,X
2178,OConnor,638,Whitley v Albers.txt,-0.842824074,1986,XXX
1716,OConnor,176,Enmund v Florida.txt,-0.764809384,1982,
1557,OConnor,17,"Arcara v Cloud Books, Inc..txt",-0.7125,1986,
1702,OConnor,162,Dudley v Stubbs.txt,-0.628899083,1989,
2072,OConnor,532,Springfield v Kibbe.txt,-0.614171123,1987,
1706,OConnor,166,Eddings v Oklahoma.txt,-0.597297297,1982,
2088,OConnor,548,Taylor v Alabama.txt,-0.546350365,1982,
2052,OConnor,512,Sheridan v US.txt,-0.539814815,1988,
1747,OConnor,207,Franklin v Lynaugh.txt,-0.532467532,1988,
2141,OConnor,601,US v Kozminski.txt,-0.526615385,1988,
2116,OConnor,576,Tyler Pipe Indus. v Washington State Dep't of Revenue.txt,-0.507142857,1981,
2102,OConnor,562,Tison v Arizona.txt,-0.5057393,1987,
1769,OConnor,229,Grady v Corbin.txt,-0.505606061,1990,
1987,OConnor,447,Planned Parenthood Ass'n v Ashcroft.txt,-0.493333333,1981,
1960,OConnor,420,Old Chief v US.txt,-0.468103448,1997,
1584,OConnor,44,Bd. of the Cnty. Comm'rs v Brown.txt,-0.457704918,1997,
2066,OConnor,526,South Carolina v Gathers.txt,-0.442708333,1989,
1556,OConnor,16,Arave v Creech.txt,-0.436038961,1993,
1970,OConnor,430,Payne v Tennessee.txt,-0.426415094,1991,
2039,OConnor,499,Schrio v Farley.txt,-0.421144279,1994,
1562,OConnor,22,Arizona v Rumsey.txt,-0.416857143,1984,
2053,OConnor,513,Simmons v South Carolina.txt,-0.401515152,1994,
2189,OConnor,649,Witte v US.txt,-0.397321429,1995,
1756,OConnor,216,Garrett v US.txt,-0.39047619,1985,
1859,OConnor,319,Lewis v Jeffers.txt,-0.389592275,1990,
1861,OConnor,321,Lewis v US.txt,-0.382653061,1996,
2012,OConnor,472,Richmond v Lewis.txt,-0.378321678,1992,
1839,OConnor,299,Justices of Boston Municipal Court v Lydon.txt,-0.357,1984,
1998,OConnor,458,Randass v Angelone.txt,-0.351388889,2000,
1608,OConnor,68,Bradshaw v Stumpf.txt,-0.351190476,2005,
1720,OConnor,180,Ewing v California.txt,-0.347393365,2003,
2033,OConnor,493,Sattazahn v Pennsylvania.txt,-0.346808511,2003,
2181,OConnor,641,Williams v US.txt,-0.3453125,1992,
1977,OConnor,437,Penry v Lynaugh.txt,-0.330828652,1989,
1619,OConnor,79,Browning-Ferris Indus. v Kelco Disposal.txt,-0.329633867,1989,
1703,OConnor,163,Dugger v Johnson.txt,-0.319444444,1988,
1892,OConnor,352,McKune v Lile.txt,-0.314552239,2002,
1791,OConnor,251,Heath v Alabama.txt,-0.312264151,1985,
2132,OConnor,592,US v Frady.txt,-0.302328431,1982,
2134,OConnor,594,US v Gonzales.txt,-0.298677249,1997,
2021,OConnor,481,Rompilla v Beard.txt,-0.298,2005,
1848,OConnor,308,Kolstad v ADA.txt,-0.29021164,1999,
1828,OConnor,288,Jacobson v US.txt,-0.289795918,1992,
1961,OConnor,421,Oregon v Elstad.txt,-0.280721393,1985,
1554,OConnor,14,AMTRAK v Morgan.txt,-0.279569892,2002,
2051,OConnor,511,Shepard v US.txt,-0.277425373,2005,
1683,OConnor,143,Davis v Monroe County Bd. of Educ..txt,-0.276126126,1999,
1690,OConnor,150,Dep't of Revenue v Kurth Ranch.txt,-0.263084112,1994,
1688,OConnor,148,Denton v Hernandez.txt,-0.258441558,1992,
1968,OConnor,428,Patsy v Bd. of Regents.txt,-0.257142857,1982,
2203,OConnor,663,Zinermon v Burch.txt,-0.248429319,1990,
1628,OConnor,88,California v Brown.txt,-0.246153846,1987,
1978,OConnor,438,Pensinger v California.txt,-0.243902439,1991,
2023,OConnor,483,Rose v Lundy.txt,-0.242372881,1982,
1658,OConnor,118,Cohen v De La Cruz.txt,-0.239382239,1998,
1591,OConnor,51,Black v Romano.txt,-0.239181287,1985,
1938,OConnor,398,Nelson v Campbell.txt,-0.236764706,2004,
1966,OConnor,426,Parke v Raley.txt,-0.23452381,1992,
2094,OConnor,554,Thompson v Okla..txt,-0.233231707,1988,
2136,OConnor,596,US v Hensley.txt,-0.230861244,1985,
2062,OConnor,522,Smith v US.txt,-0.223295455,1993,
1925,OConnor,385,Monge v California.txt,-0.210795455,1998,
1815,OConnor,275,Immigration & Naturalization Service v Lopez-Mendoza.txt,-0.209882006,1984,
1986,OConnor,446,Pioneer Inv. Servs. v Brunswick Assocs. Ltd. P'ship.txt,-0.209852217,1993,
2196,OConnor,656,Yarborough v Alvarado.txt,-0.207142857,2004,
1575,OConnor,35,Bankers Life & Casualty Co. v Crenshaw.txt,-0.205128205,1988,
1666,OConnor,126,Comm'r v Schleier.txt,-0.203684211,1995,
2130,OConnor,590,"US v Eight Thousand Eight Hundred & Fifty Dollars ($8,850) in United States Currency.txt",-0.203614458,2005,
1699,OConnor,159,Doggett v US.txt,-0.192105263,1992,
2074,OConnor,534,Stanford v Kentucky.txt,-0.191304348,1989,
1625,OConnor,85,Cal. v Ramos.txt,-0.191046512,1983,
1649,OConnor,109,City of Chi. v Morales.txt,-0.190366972,1999,
1869,OConnor,329,Lockyer v Andrade.txt,-0.189504373,2003,
1907,OConnor,367,Michigan v Lucas.txt,-0.185882353,1991,
1656,OConnor,116,Clark v Suarez Martinez.txt,-0.178846154,2005,
2138,OConnor,598,US v Johns.txt,-0.177950311,1985,
1826,OConnor,286,Jackson v Birmingham Bd. of Educ..txt,-0.177326969,2005,
1835,OConnor,295,Johnson v California.txt,-0.173148148,2005,
2022,OConnor,482,Roper v Simmons.txt,-0.172027972,2005,
1571,OConnor,31,Babbitt v Sweet Home Chapter of Cmtys. for a Great Or..txt,-0.171171171,1995,
2020,OConnor,480,Romano v Okla..txt,-0.167391304,2004,
2163,OConnor,623,Virginia v Black.txt,-0.166344294,2003,
1687,OConnor,147,Demore v Hyung Joon Kim.txt,-0.16344086,2003,
1715,OConnor,175,Engle v Isaac.txt,-0.162116788,1982,
1750,OConnor,210,Ft. Wayne Books v Indiana.txt,-0.158536585,1989,
1764,OConnor,224,Globe Newspaper Co. v Superior Court.txt,-0.158333333,1982,
1780,OConnor,240,Hambsch v US.txt,-0.157978723,1989,
2014,OConnor,474,Ring v Arizona.txt,-0.156153846,2002,
2018,OConnor,478,Rogers v Tennessee.txt,-0.155799373,2001,
1745,OConnor,205,Foucha v Lousiana.txt,-0.153883495,1992,
1963,OConnor,423,Pac. Mut. Life Ins. Co. v Haslip.txt,-0.150307377,1991,
1547,OConnor,7,Air France v Saks.txt,-0.149834437,1985,
2077,OConnor,537,Stenberg v Carhart.txt,-0.149137931,2000,
1991,OConnor,451,Price Waterhouse v Hopkins.txt,-0.148369565,1989,
1627,OConnor,87,Caldwell v Mississippi.txt,-0.141860465,1985,
2148,OConnor,608,US v Place.txt,-0.139380531,1983,
1798,OConnor,258,Hicks v Feiock (2).txt,-0.131385281,1988,
1958,OConnor,418,Ohio v Kovacs.txt,-0.130769231,1985,
2034,OConnor,494,Satterwhite v Texas.txt,-0.12578125,1988,
2069,OConnor,529,South Dakota v Neville.txt,-0.122773973,1983,
1790,OConnor,250,Hazen Paper Co. v Biggins.txt,-0.122336066,1993,
1884,OConnor,344,Maryland v Macon.txt,-0.121019108,1985,
2152,OConnor,612,US v Shabani.txt,-0.120531401,1994,
1867,OConnor,327,Lockhard v Fretwell.txt,-0.117073171,1993,
1739,OConnor,199,Florida v Bostick.txt,-0.116574586,1991,
1908,OConnor,368,Miles v Apex Marine Corp..txt,-0.116508314,1990,
2090,OConnor,550,Tennard v Dretke.txt,-0.111842105,2004,
1566,OConnor,26,Ashcroft v Free Speech Coalition.txt,-0.108767773,2002,
1785,OConnor,245,Harris v Forklift Sys..txt,-0.107522124,1993,
2160,OConnor,620,Vernonia Sch. Dist. 47J v Acton.txt,-0.10733945,1995,
1647,OConnor,107,City of Canton v Harris.txt,-0.105833333,1989,
1944,OConnor,404,Newton v Rumery.txt,-0.102985075,1987,
1585,OConnor,45,BE&K Constr. Co. v NLRB.txt,-0.102453271,2002,
2061,OConnor,521,Smith v Phillips.txt,-0.101190476,1982,
2135,OConnor,595,US v Hays.txt,-0.1,1995,
2046,OConnor,506,Shalala v Whitecotton.txt,-0.097826087,1995,
1548,OConnor,8,Allen v Wright.txt,-0.097672414,1984,
1857,OConnor,317,Leathers v Medlock.txt,-0.097560976,1991,
1781,OConnor,241,Hamdi v Rumsfeld.txt,-0.095996732,2004,
1956,OConnor,416,Offshore Logistics v Tallentire.txt,-0.095143488,1986,
1634,OConnor,94,California v Trombetta.txt,-0.09375,1984,
1807,OConnor,267,Holmes v Sec. Investor Prot. Corp..txt,-0.092887931,1992,
1921,OConnor,381,Missouri v Seibert.txt,-0.090654206,2004,
2008,OConnor,468,Rhines v Weber.txt,-0.085824742,2005,
1678,OConnor,138,Crane v Ky..txt,-0.085576923,1986,
1911,OConnor,371,Miller v Florida.txt,-0.084707904,1987,
1942,OConnor,402,New York v Quarles.txt,-0.083279743,1984,
1847,OConnor,307,Kolender v Lawson.txt,-0.08173913,1983,
2055,OConnor,515,Simopoulos v Virginia.txt,-0.08125,1983,
1569,OConnor,29,Atwater v City of Lago Vista.txt,-0.079177057,2001,
2107,OConnor,567,"Trans World Airlines, Inc. v Independent Federation of Flight Attendants.txt",-0.078685259,1989,
2103,OConnor,563,Toll v Moreno.txt,-0.078571429,1982,
2200,OConnor,660,Zafiro v US.txt,-0.076898734,1993,
2060,OConnor,520,Smith v Murray.txt,-0.07662037,1986,
1572,OConnor,32,Bailey v US.txt,-0.075806452,1995,
1862,OConnor,322,Libretti v US.txt,-0.071325301,1995,
1888,OConnor,348,McElroy v US.txt,-0.070639535,1982,
1927,OConnor,387,Moran v Burbine.txt,-0.069093407,1986,
1784,OConnor,244,Harris v Alabama.txt,-0.065584416,1995,
1982,OConnor,442,Phila. Newspapers v Hepps.txt,-0.064806867,1986,
1701,OConnor,161,Duckworth v Eagan.txt,-0.061956522,1989,
1787,OConnor,247,Harris v US.txt,-0.061538462,2002,
1881,OConnor,341,Marrese v American Academy of Orthopaedic Surgeons.txt,-0.05608365,1985,
1967,OConnor,427,Parker v Dugger.txt,-0.051002865,1991,
1779,OConnor,239,Hallstrom v Tillamook County.txt,-0.050761421,1989,
1709,OConnor,169,Edgar v Mite Corp..txt,-0.05,1982,
1638,OConnor,98,Caspari v Bohlen.txt,-0.049854227,1994,
1796,OConnor,256,Herrera v Collins.txt,-0.049056604,1993,
1853,OConnor,313,Landon v Plasencia.txt,-0.0485,1982,
2115,OConnor,575,Txo Prod. Corp. v Alliance Res. Corp..txt,-0.047435897,1993,
1586,OConnor,46,Bearden v Georgia.txt,-0.046837945,1983,
1834,OConnor,294,Jimmy Swaggart Ministries v Board of Equalization.txt,-0.046808511,1990,
1909,OConnor,369,Miller v Albright.txt,-0.046242775,1998,
1576,OConnor,36,Barclays Bank Plc v Franchise Tax Bd..txt,-0.045833333,1994,
2146,OConnor,606,US v Olano.txt,-0.04516129,1993,
2105,OConnor,565,Tower v Glover.txt,-0.042986425,1984,
1606,OConnor,66,Bowen v Yuckert.txt,-0.041919192,1987,
1597,OConnor,57,Boag v MacDougall.txt,-0.041666667,1982,
2137,OConnor,597,US v James Daniel Good Real Prop..txt,-0.041162791,1993,
1795,OConnor,255,Hernandez v New York.txt,-0.034313725,1991,
1694,OConnor,154,Dir. v Greenwich Collieries.txt,-0.033394161,1994,
1896,OConnor,356,Meghrig v KFC W..txt,-0.032575758,1996,
1652,OConnor,112,City of Indianapolis v Edmond.txt,-0.030688623,2000,
1704,OConnor,164,Duncan v Walker.txt,-0.030632411,2001,
2176,OConnor,636,"Western Airlines, Inc. v International Brotherhood of Teamsters.txt",-0.030603448,1987,
1777,OConnor,237,Hafer v Melo.txt,-0.030045872,1991,
1916,OConnor,376,Minneapolis Star & Tribune Co. v Minn. Comm'r of Revenue.txt,-0.029973822,1983,
1551,OConnor,11,Am. Airlines v Wolens.txt,-0.02962963,1995,
1592,OConnor,52,Blakely v Washington.txt,-0.027631579,2004,
1563,OConnor,23,Asahi Metal Indus. Co. v Superior Court of Cal..txt,-0.026923077,1987,
1631,OConnor,91,California v Freeman.txt,-0.024390244,1989,
2013,OConnor,473,Riggins v Nevada.txt,-0.022972973,1992,
2124,OConnor,584,US v Burke.txt,-0.022955975,1992,
1890,OConnor,350,McKaskle v Vela.txt,-0.020886076,1984,
1677,OConnor,137,Coy v Iowa.txt,-0.020253165,1988,
1752,OConnor,212,"FW PBS, Inc. v Dallas.txt",-0.019571865,1990,
1868,OConnor,328,Lockhart v US.txt,-0.018229167,2005,
2119,OConnor,579,United States Postal Serv. v Gregory.txt,-0.015697674,2001,
1736,OConnor,196,Fla. Bar v Went for It.txt,-0.015104167,1995,
1837,OConnor,297,Johnson v Texas.txt,-0.014845606,1993,
2123,OConnor,583,US v Albertini.txt,-0.012927757,1985,
1850,OConnor,310,Lackawanna County Dist. Atty. v Coss.txt,-0.012824207,2001,
1992,OConnor,452,Printz v US.txt,-0.0125,1997,
2075,OConnor,535,State Oil Co. v Khan.txt,-0.011413043,1997,
2087,OConnor,547,Tanner v US.txt,-0.008783784,1987,
1570,OConnor,30,Ayotte v Planned Parenthood.txt,-0.008136483,2006,
1824,OConnor,284,J. Alexander Sec. v Mendez.txt,-0.003289474,1994,
2175,OConnor,635,Western Air Lines v Board of Equalization.txt,-0.001344086,1987,
1976,OConnor,436,Penry v Johnson.txt,-0.000691244,2001,
2029,OConnor,489,S. Cent. Bell Tel. Co. v Ala..txt,0,1999,
1751,OConnor,211,FTC v Tico Title Ins. Co..txt,2.78E-17,1992,
2177,OConnor,637,Whitfield v US.txt,0.000253807,2005,
1763,OConnor,223,Gilmore v Taylor.txt,0.00060241,1993,
2003,OConnor,463,Reno v ACLU.txt,0.002820513,1997,
1957,OConnor,417,Ohio Adult Parole Auth. v Woodard.txt,0.004285714,1998,
2168,OConnor,628,Walters v Nat'l Ass'n of Radiation Survivors.txt,0.004385965,1985,
1818,OConnor,278,INS v Phinpathya.txt,0.004882813,1984,
1900,OConnor,360,Mesa v California.txt,0.004983389,1989,
1749,OConnor,209,Frisby v Schultz.txt,0.005183946,1988,
1616,OConnor,76,Brown v North Carolina.txt,0.006,1986,
2084,OConnor,544,Sutton v United Air Lines.txt,0.008544304,1999,
1825,OConnor,285,J.E.B. v Ala. ex rel. T.B..txt,0.008695652,1994,
2113,OConnor,573,Turner v Safley.txt,0.008823529,1987,
1830,OConnor,290,Jefferson County Pharm. Ass'n v Abbott Labs.txt,0.00945122,1983,
1880,OConnor,340,Marquez v Screen Actors Guild.txt,0.010220126,1998,
2144,OConnor,604,US v Nat'l Treasury Emples. Union.txt,0.010648148,1995,
1726,OConnor,186,"Fed. Election Com. v Mass. Citizens for Life, Inc..txt",0.013333333,1986,
1730,OConnor,190,Fellers v US.txt,0.013448276,2004,
1809,OConnor,269,Hudson v Palmer.txt,0.015942029,1984,
1771,OConnor,231,Greene v Lindsey.txt,0.016346154,1982,
1615,OConnor,75,Brown v Hotel & Rest. Employees & Bartenders Int'l Union Local 54.txt,0.018679775,1984,
2156,OConnor,616,Utah v Evans.txt,0.019103774,2002,
1611,OConnor,71,Bray v Alexandria Women's Health Clinic.txt,0.019691781,1993,
1955,OConnor,415,O'Sullivan v Boerckel.txt,0.020758929,1999,
2157,OConnor,617,Vacco v Quill.txt,0.021621622,1997,
2169,OConnor,629,Washington v Glucksberg.txt,0.021621622,1997,
1856,OConnor,316,Lawrence v Texas.txt,0.022797927,2003,
1980,OConnor,440,Perry v Thomas.txt,0.022916667,1987,
1885,OConnor,345,Massachusetts v Oakes.txt,0.029824561,1989,
1555,OConnor,15,Apprendi v New Jersey.txt,0.030134357,2000,
2106,OConnor,566,"Toyota Motor Mfg., Ky. v Williams.txt",0.030327869,2002,
1635,OConnor,95,Capital Area Right to Life v Downtown Frankfort.txt,0.031746032,1994,
2188,OConnor,648,Withrow v Williams.txt,0.034141414,1993,
1959,OConnor,419,Oklahoma Tax Comm'n v Sac & Fox Nation.txt,0.034895833,1985,
2082,OConnor,542,"Superintendent, Massachusetts Correctional Institution v Hill.txt",0.034975369,1985,
2143,OConnor,603,US v Mechanik.txt,0.036111111,1986,
2044,OConnor,504,Seling v Young.txt,0.03715847,2001,
1681,OConnor,141,Daniels v US.txt,0.038809524,2001,
2059,OConnor,519,Smith v City of Jackson.txt,0.040215589,2005,
2004,OConnor,464,Reno v Bossier Parish Sch. Bd..txt,0.04084507,1997,
1561,OConnor,21,Arizona v Hicks.txt,0.042990654,1987,
1623,OConnor,83,C & A Carbone v Town of Clarkstown.txt,0.043252595,1994,
1912,OConnor,372,Miller v French.txt,0.044063927,2000,
2024,OConnor,484,Rose v Rose.txt,0.045454545,1987,
1810,OConnor,270,Ibanez v Fla. Dep't of Bus. & Prof'l Regulation.txt,0.045652174,1994,
1852,OConnor,312,"Lampf, Pleva, Lipkind, Prupis & Petigrow v Gilbertson.txt",0.046634615,1991,
1906,OConnor,366,Michigan v Long.txt,0.046759259,1983,
2150,OConnor,610,US v R.L.C..txt,0.049462366,1992,
1737,OConnor,197,Flanagan v US.txt,0.049771689,1984,
2000,OConnor,460,Reeves v Sanderson Plumbing Prods..txt,0.05010661,2000,
1762,OConnor,222,Georgia v McCollum.txt,0.05104712,1992,
2067,OConnor,527,South Carolina v Regan.txt,0.051445783,1984,
1633,OConnor,93,California v Superior Court of California.txt,0.051546392,1987,
1883,OConnor,343,Maryland v Craig.txt,0.051660839,1990,
2005,OConnor,465,Reno v Catholic Soc. Servs..txt,0.053883495,1993,
2054,OConnor,514,"Simon & Schuster, Inc. v Members of the N.Y. State Crime Victims Bd..txt",0.054479769,1991,
1872,OConnor,332,Lorillard Tobacco Co. v Reilly.txt,0.055882353,2001,
1860,OConnor,320,"Lewis v Lewis & Clark Marine, Inc..txt",0.057107232,2001,
1642,OConnor,102,Chick Kam Choo v Exxon Corp..txt,0.059782609,1988,
2040,OConnor,500,Schweiker v Chilicky.txt,0.061128049,1988,
2149,OConnor,609,"US v R. Enterprises, Inc..txt",0.062128713,1991,
1691,OConnor,151,"Desert Palace, Inc. v Costa.txt",0.0625,2003,
1979,OConnor,439,Penson v Ohio.txt,0.0625,1988,
1943,OConnor,403,New York v US.txt,0.062647059,1992,
1743,OConnor,203,Ford v Wainwright.txt,0.064179104,1986,
1596,OConnor,56,Blodgett v Campbell.txt,0.064393939,1993,
2009,OConnor,469,Rice v Rehner.txt,0.06489842,1983,
1929,OConnor,389,Murphy v Ups.txt,0.064963504,1999,
1940,OConnor,400,New York v Class.txt,0.06547619,1986,
1553,OConnor,13,American Trucking Ass'ns v Scheiner.txt,0.065725806,1986,
1746,OConnor,206,Franchise Tax Bd. v Hyatt.txt,0.065901639,2003,
1757,OConnor,217,Gebser v Lago Vista Indep. Sch. Dist..txt,0.066613419,1989,
2037,OConnor,497,Schlup v Delo.txt,0.068181818,1995,
1613,OConnor,73,Brecht v Abrahamson.txt,0.069727891,1993,
2100,OConnor,560,Tibbs v Florida.txt,0.069859813,1982,
1549,OConnor,9,Allied-Bruce Terminix Cos. v Dobson.txt,0.069871795,1995,
1953,OConnor,413,O'Connell v Kirchner.txt,0.070212766,1995,
1725,OConnor,185,FDA v Brown & Williamson Tobacco Corp..txt,0.0714375,2000,
2056,OConnor,516,Sims v Apfel.txt,0.07195122,2000,
1543,OConnor,3,Adarand Constructors v Pena.txt,0.073012552,1995,
2140,OConnor,600,US v Kokinda.txt,0.073230769,1990,
1895,OConnor,355,"Medtronic, Inc. v Lohr.txt",0.073762376,1996,
1648,OConnor,108,City of Chi. v Int'l College of Surgeons.txt,0.074193548,1997,
2205,OConnor,665,Zobrest v Catalina Foothills Sch. Dist..txt,0.075,1993,
2079,OConnor,539,Strickland v Washington.txt,0.075705645,1984,
1632,OConnor,92,California v Grace Brethren Church.txt,0.076375712,1982,
2194,OConnor,654,Wyatt v Cole.txt,0.076706827,1992,
1999,OConnor,459,Raygor v Regents of the Univ. of Minn..txt,0.076732673,2002,
2118,OConnor,578,United States DOJ v Landano.txt,0.076973684,1993,
