,Author,File_ID,File_Name,Mean Sentiment,Year,
345,Kennedy,44,Idaho v Wright.txt,0.258080808,1990,
337,Kennedy,36,Grutter v Bollinger.txt,0.259274194,2003,
373,Kennedy,72,Presley v Etowah County Comm'n.txt,0.260304054,1992,
302,Kennedy,1,Abrams v Johnson.txt,0.266339286,1997,
314,Kennedy,13,Brown v Legal Found..txt,0.268,2003,
344,Kennedy,43,Hunter v Bryant.txt,0.269230769,1991,
343,Kennedy,42,Howard Delivery Serv. v Zurich Am. Ins. Co..txt,0.271330275,2006,
312,Kennedy,11,Blakely v Washington.txt,0.277272727,2004,
378,Kennedy,77,Rogers v US.txt,0.286956522,1998,
361,Kennedy,60,McNeil v North Carolina.txt,0.3,1990,
359,Kennedy,58,Maryland v WIlson.txt,0.302380952,1997,
372,Kennedy,71,Nixon v Shrink Mo. Gov't Pac.txt,0.307865169,2000,
367,Kennedy,66,Mu'Min v Virginia.txt,0.30872093,1991,
329,Kennedy,28,Dennis v Higgins.txt,0.314027778,1991,
316,Kennedy,15,Burdick v Takushi.txt,0.315868263,1992,
324,Kennedy,23,Chisom v Roemer.txt,0.357142857,1991,
391,Kennedy,90,Virginia v Maryland.txt,0.408128079,2003,
323,Kennedy,22,"Chauffeurs, Teamsters & Helpers, Local.txt",0.433464567,1990,
392,Kennedy,91,W. v Gibson.txt,0.446153846,1999,
335,Kennedy,34,Golden State Transit Corp. v Los Angeles.txt,0.451834862,1989,
383,Kennedy,82,Troxel v Granville.txt,0.462628866,2000,
395,Kennedy,94,Williams-Yulee v Fla. Bar.txt,0.494811321,2015,
377,Kennedy,76,Rodriguez v US.txt,0.733333333,2015,
380,Kennedy,79,Rowland v California Men's Colony.txt,1.07,1993,
518,OConnor,119,Tennessee v Garner.txt,-0.843895349,1985,
531,OConnor,132,Whitley v Albers.txt,-0.842824074,1986,
436,OConnor,37,Enmund v Florida.txt,-0.764809384,1982,X
514,OConnor,115,Springfield v Kibbe.txt,-0.614171123,1987,
517,OConnor,118,Taylor v Alabama.txt,-0.546350365,1982,
508,OConnor,109,Sheridan v US.txt,-0.539814815,1988,
445,OConnor,46,Grady v Corbin.txt,-0.505606061,1990,
487,OConnor,88,Old Chief v US.txt,-0.468103448,1997,
511,OConnor,112,South Carolina v Gathers.txt,-0.442708333,1989,
497,OConnor,98,Richmond v Lewis.txt,-0.378321678,1992,
433,OConnor,34,Dugger v Johnson.txt,-0.319444444,1988,
458,OConnor,59,Jacobson v US.txt,-0.289795918,1992,
507,OConnor,108,Shepard v US.txt,-0.277425373,2005,
430,OConnor,31,Dep't of Revenue v Kurth Ranch.txt,-0.263084112,1994,
535,OConnor,136,Zinermon v Burch.txt,-0.248429319,1990,
492,OConnor,93,Pensinger v California.txt,-0.243902439,1991,
495,OConnor,96,Pioneer Inv. Servs. v Brunswick Assocs. Ltd. P'ship.txt,-0.209852217,1993,
428,OConnor,29,Comm'r v Schleier.txt,-0.203684211,1995,
432,OConnor,33,Doggett v US.txt,-0.192105263,1992,
499,OConnor,100,Roper v Simmons.txt,-0.172027972,2005,
498,OConnor,99,Ring v Arizona.txt,-0.156153846,2002,
488,OConnor,89,Pac. Mut. Life Ins. Co. v Haslip.txt,-0.150307377,1991,
451,OConnor,52,Hicks v Feiock (2).txt,-0.131385281,1988,
530,OConnor,131,Vernonia Sch. Dist. 47J v Acton.txt,-0.10733945,1995,
486,OConnor,87,Offshore Logistics v Tallentire.txt,-0.095143488,1986,
477,OConnor,78,Missouri v Seibert.txt,-0.090654206,2004,
408,OConnor,9,Atwater v City of Lago Vista.txt,-0.079177057,2001,
523,OConnor,124,Txo Prod. Corp. v Alliance Res. Corp..txt,-0.047435897,1993,
411,OConnor,12,Blakely v Washington.txt,-0.027631579,2004,
524,OConnor,125,US v Burke.txt,-0.022955975,1992,
470,OConnor,71,McKaskle v Vela.txt,-0.020886076,1984,
461,OConnor,62,Johnson v Texas.txt,-0.014845606,1993,
457,OConnor,58,J. Alexander Sec. v Mendez.txt,-0.003289474,1994,
440,OConnor,41,FTC v Tico Title Ins. Co..txt,2.78E-17,1992,
460,OConnor,61,Jefferson County Pharm. Ass'n v Abbott Labs.txt,0.00945122,1983,
446,OConnor,47,Greene v Lindsey.txt,0.016346154,1982,
417,OConnor,18,Bray v Alexandria Women's Health Clinic.txt,0.019691781,1993,
493,OConnor,94,Perry v Thomas.txt,0.022916667,1987,
404,OConnor,5,Apprendi v New Jersey.txt,0.030134357,2000,
420,OConnor,21,Capital Area Right to Life v Downtown Frankfort.txt,0.031746032,1994,
405,OConnor,6,Arizona v Hicks.txt,0.042990654,1987,
465,OConnor,66,"Lampf, Pleva, Lipkind, Prupis & Petigrow v Gilbertson.txt",0.046634615,1991,
527,OConnor,128,US v R.L.C..txt,0.049462366,1992,
442,OConnor,43,Georgia v McCollum.txt,0.05104712,1992,
403,OConnor,4,American Trucking Ass'ns v Scheiner.txt,0.065725806,1986,
418,OConnor,19,Brecht v Abrahamson.txt,0.069727891,1993,
485,OConnor,86,O'Connell v Kirchner.txt,0.070212766,1995,
536,OConnor,137,Zobrest v Catalina Foothills Sch. Dist..txt,0.075,1993,
479,OConnor,80,Murray v Carrier.txt,0.077380952,1986,
409,OConnor,10,Bd. of Educ. v Earls.txt,0.078571429,2002,
437,OConnor,38,F.W. Woolworth Co. v Taxation & Revenue Dep't.txt,0.080769231,1982,
519,OConnor,120,Thornburgh v American College of Obstetricians & Gynecologists.txt,0.082142857,1986,
533,OConnor,134,Wimberly v Labor & Indus. Relations Com.txt,0.08225,1987,
483,OConnor,84,Northeastern Fla. Chapter of Associated Gen. Contractors of Am. v City of Jacksonville.txt,0.083830846,1993,
466,OConnor,67,Lebron v Nat'l R.R. Passenger Corp..txt,0.089010989,1995,
422,OConnor,23,Charles D. Bonanno Linen Serv. v NLRB.txt,0.098275862,1982,
471,OConnor,72,Medellin v Dretke.txt,0.098837209,2005,
435,OConnor,36,Edmonson v Leesville Concrete Co..txt,0.101951952,1991,
510,OConnor,111,South Carolina v Baker.txt,0.104225352,1988,
478,OConnor,79,Montana v Egelhoff.txt,0.106144068,1996,
459,OConnor,60,James B. Beam Distilling Co. v Georgia.txt,0.107575758,1991,
528,OConnor,129,US v Ron Pair Enters..txt,0.107589286,1989,
424,OConnor,25,Chickasaw Nation v US.txt,0.116149068,2001,
490,OConnor,91,Peel v Atty. Registration & Disciplinary Comm'n.txt,0.118131868,1990,
496,OConnor,97,"Ragsdale v Wolverine World Wide, Inc..txt",0.11958042,2002,
472,OConnor,73,"Mellon Bank, N.A. v US.txt",0.125,1986,
454,OConnor,55,Illinois v Krull.txt,0.133611111,1987,
503,OConnor,104,Securities Industry Ass'n v Board of Governors of Federal Reserve System.txt,0.135679612,1984,
400,OConnor,1,324 Liquor Corp. v Duffy.txt,0.140384615,1987,
515,OConnor,116,"Sure-Tan, Inc. v NRLB.txt",0.140544413,1984,
532,OConnor,133,Wilson v Garcia.txt,0.146907216,1985,
502,OConnor,103,Schaefer v NLRB.txt,0.152678571,1983,
414,OConnor,15,Bonner v Commissioner.txt,0.157692308,1985,
448,OConnor,49,Harper v Va. Dep't of Taxation.txt,0.158395522,1993,
444,OConnor,45,Gonzales v Raich.txt,0.160218978,2005,
463,OConnor,64,Kelo v City of New London.txt,0.161959654,2005,
468,OConnor,69,Mack v Oklahoma.txt,0.166071429,1982,
438,OConnor,39,FBI v Abramson.txt,0.168220339,1982,
421,OConnor,22,Carden v Arkoma Assocs..txt,0.172850679,1990,
456,OConnor,57,Interstate Commerce Comm'n v American Trucking Ass'ns.txt,0.173668639,1984,
513,OConnor,114,Southland Corp. v Keating.txt,0.175,1984,
522,OConnor,123,Turner Board. Sys. v FCC.txt,0.178451493,1997,
480,OConnor,81,"Nat'l Fed'n of Fed. Emples., Local 1309 v DOI.txt",0.182843137,1999,
434,OConnor,35,Edenfield v Fane.txt,0.18423913,1993,
525,OConnor,126,US v General Dynamics Corp..txt,0.185064935,1987,
475,OConnor,76,Metro. Life Ins. Co. v Ward.txt,0.191961853,1985,
425,OConnor,26,City of Akron v Akron Ctr. for Repod. Health.txt,0.201434426,1983,
481,OConnor,82,NCUA v First Nat'l Bank & Trust Co..txt,0.203040541,1998,
506,OConnor,107,Shepard v NLRB.txt,0.203153153,1983,
452,OConnor,53,Hilton v South Carolina Pub. Rys. Comm'n.txt,0.204573171,1991,
516,OConnor,117,Swidler & Berlin v US.txt,0.206338028,1998,
462,OConnor,63,Keeney v Tamayo-Reyes.txt,0.20795053,1992,
484,OConnor,85,"Northwest Airlines, Inc. v Duncan.txt",0.213333333,2000,
464,OConnor,65,Lambrix v Singletary.txt,0.213461538,1997,
512,OConnor,113,South Dakota v Dole.txt,0.220416667,1987,
439,OConnor,40,Felder v Casey.txt,0.220434783,1988,
526,OConnor,127,US v Paradise.txt,0.223529412,1987,
500,OConnor,101,Rust v Sullivan.txt,0.234821429,1991,
450,OConnor,51,Hess v Port Auth. Trans-Hudson Corp..txt,0.241545894,1994,
401,OConnor,2,Aguilar v Felton.txt,0.241884817,1985,
412,OConnor,13,Block v North Dakota.txt,0.248181818,1983,
406,OConnor,7,"Asarco, Inc. v Idaho State Tax Comm'n.txt",0.249868421,1982,
423,OConnor,24,Chem. Mfrs. Ass'n v NRDC.txt,0.25,1985,
415,OConnor,16,Bowden v Francis.txt,0.279411765,1985,
429,OConnor,30,DelCostello v Int'l Bhd. of Teamsters.txt,0.293478261,1983,
509,OConnor,110,Smith v Wade.txt,0.293478261,1983,
529,OConnor,130,Van Orden v Perry.txt,0.3,2005,
476,OConnor,77,Metro. Stevedore Co. v Rambo.txt,0.300769231,1997,
482,OConnor,83,"NLRB v City Disposal Systems, Inc..txt",0.306730769,1984,
521,OConnor,122,Tuan Anh Nguyen v INS.txt,0.309270217,2001,
431,OConnor,32,Dixson v US.txt,0.335648148,1984,
494,OConnor,95,Phillips Petroleum Co. v Mississippi.txt,0.338209607,1988,
402,OConnor,3,"Allied-Signal, Inc. v Dir., Div. of Taxation.txt",0.365740741,1992,
447,OConnor,48,Gregory v Pittsfield.txt,0.369310345,1985,
441,OConnor,42,Garcia v San Antonio Metro. Transit Auth..txt,0.37201087,1985,
469,OConnor,70,Mansell v Mansell.txt,0.374468085,1989,
474,OConnor,75,Metro Broad. v FCC.txt,0.386008677,1990,
453,OConnor,54,Idaho ex rel. Evans v Oregon.txt,0.399444444,1983,
534,OConnor,135,Wright v Roanoke Redevelopment & Housing Authority.txt,0.425,1987,
449,OConnor,50,Hernandez v Comm'r.txt,0.438888889,1989,
504,OConnor,105,Shalala v Guernsey Mem'l Hosp..txt,0.461842105,1995,
520,OConnor,121,Ticor Title Ins. Co. v Brown.txt,0.49,1994,
426,OConnor,27,City of Boerne v Flores.txt,0.514143921,1997,
505,OConnor,106,Shapero v Kentucky Bar Ass'n.txt,0.537283237,1988,
473,OConnor,74,Mennonite Bd. of Missions v Adams.txt,0.538961039,1983,
467,OConnor,68,Liljeberg v Health Servs. Acquisition Corp..txt,0.540625,1988,
413,OConnor,14,Board of Pardons v Allen.txt,0.545,1987,
491,OConnor,92,Pennsylvania v Union Gas Co..txt,0.583333333,1989,
455,OConnor,56,INS v St. Cyr.txt,0.6,2001,
407,OConnor,8,Attorney Gen. of New York v Soto-Lopez.txt,0.65962963,1986,
427,OConnor,28,City of Burlington v Dague.txt,0.671428571,1992,
419,OConnor,20,Calcano-Martinez v INS.txt,0.7,2001,
443,OConnor,44,Goldman v Weinberger.txt,0.715753425,1986,
410,OConnor,11,Bd. of Educ. v Pico.txt,0.79,1982,
489,OConnor,90,Paulsen v Comm'r.txt,0.847484277,1985,
501,OConnor,102,Saratoga Fishing Co. v J. M. Martinac & Co..txt,2,1997,
416,OConnor,17,Bowen v American Hospital Asso..txt,2.333333333,1986,
631,Rehnquist,95,Davis v Georgia.txt,-0.957692308,1976,
674,Rehnquist,138,Gardner v. Fla..txt,-0.86,1977,
880,Rehnquist,344,Woodson v North Carolina.txt,-0.733425414,1976,
798,Rehnquist,262,Roberts v Louisiana.txt,-0.68592233,1993,
718,Rehnquist,182,Kelly v. South Carolina.txt,-0.685384615,2002,
570,Rehnquist,34,Blue Shield of Virginia v McCready.txt,-0.628440367,1982,
695,Rehnquist,159,Hicks v Oklahoma.txt,-0.610204082,1980,
815,Rehnquist,279,Smith v Wade.txt,-0.605198973,1982,
566,Rehnquist,30,Bernal v. Fainter.txt,-0.6,1984,
543,Rehnquist,7,Alvarado v US.txt,-0.596153846,1990,
719,Rehnquist,183,Kentucky v. Hamilton.txt,-0.564864865,1984,
550,Rehnquist,14,Arizona v. Rumsey.txt,-0.543103448,1984,
794,Rehnquist,258,Richmond v. Arizona.txt,-0.539534884,1977,
737,Rehnquist,201,Marshall v. Walker.txt,-0.5,1983,
554,Rehnquist,18,Atkins v. Virginia.txt,-0.472110553,2002,
782,Rehnquist,246,Payton v. New York.txt,-0.461111111,1980,
607,Rehnquist,71,City of Philadelphia v New Jersey.txt,-0.454929577,1978,
647,Rehnquist,111,Eaton v. Tulsa.txt,-0.445263158,1974,
569,Rehnquist,33,Blackledge v. Perry.txt,-0.430645161,1974,
616,Rehnquist,80,Coleman v. Balkcom.txt,-0.409473684,1981,
745,Rehnquist,209,Meachum v. Longval.txt,-0.356557377,1983,
651,Rehnquist,115,Engle v. Sims.txt,-0.338095238,1981,
704,Rehnquist,168,Hughes v Rowe.txt,-0.331868132,1980,
743,Rehnquist,207,McElroy v. Holloway.txt,-0.323214286,1981,
666,Rehnquist,130,Francis v Franklin.txt,-0.321532847,1984,
691,Rehnquist,155,Henderson v. Morgan.txt,-0.32,1976,
851,Rehnquist,315,U S v Sotelo.txt,-0.317346939,1978,
589,Rehnquist,53,Caldwell v Mississippi.txt,-0.30877193,1985,
538,Rehnquist,2,Adams v Texas.txt,-0.305147059,1980,
611,Rehnquist,75,Cleavinger v Saxner.txt,-0.300909091,1985,
602,Rehnquist,66,Chemical Waste Management Inc v Hunt.txt,-0.28627451,1992,
575,Rehnquist,39,Boles v. Chavis.txt,-0.27254902,1981,
636,Rehnquist,100,DeMarco v. United States.txt,-0.269230769,1974,
604,Rehnquist,68,City of Edmond v. Robinson.txt,-0.255084746,1996,
747,Rehnquist,211,Meritor Sav Bank FSB v Vinson.txt,-0.249230769,1979,
877,Rehnquist,341,Whalen v US.txt,-0.248312883,1979,
551,Rehnquist,15,Armco Inc v Hardesty.txt,-0.236734694,1984,
579,Rehnquist,43,Braden v 30th Judicial Circuit Court of Kentucky.txt,-0.230215827,1972,
539,Rehnquist,3,Ake v Oklahoma.txt,-0.225,1984,
813,Rehnquist,277,Simpson v U S.txt,-0.203409091,1977,
776,Rehnquist,240,Or. Waste Sys. v. Dep't of Envtl. Quality.txt,-0.197945205,1994,
549,Rehnquist,13,Aquilar v. Felton.txt,-0.194444444,1985,
801,Rehnquist,265,Rosenfeld v. New Jersey.txt,-0.190816327,1972,
853,Rehnquist,317,"United Credit Bureau, Inc. v. NLRB.txt",-0.187368421,1981,
623,Rehnquist,87,Cool v. United States.txt,-0.184,1972,
812,Rehnquist,276,Sheet Metal Workers' International Asso. v. Carter.txt,-0.18,1981,
653,Rehnquist,117,Estelle v. Jurek.txt,-0.178,1981,
710,Rehnquist,174,Ins v. Chadha.txt,-0.175,1983,
753,Rehnquist,217,Miller v Fenton.txt,-0.155263158,1985,
615,Rehnquist,79,Codispoti v. Pa..txt,-0.148026316,1974,
640,Rehnquist,104,Dickerson v New Banner Institute Inc.txt,-0.129752066,1982,
796,Rehnquist,260,Rinaldi v U S.txt,-0.126923077,1977,
823,Rehnquist,287,Steagald v. United States.txt,-0.124863388,1981,
839,Rehnquist,303,Thermtron Products Inc v Hermansdorfer.txt,-0.119026549,1975,
859,Rehnquist,323,United States v. Granderson.txt,-0.117792793,1994,
765,Rehnquist,229,National Socialist Party of America v Village of Skokie.txt,-0.116666667,1977,
663,Rehnquist,127,Ford v Wainwright.txt,-0.108947368,1986,
677,Rehnquist,141,General Public Utilities Corp. v. Susquehanna Valley Alliance.txt,-0.100793651,1981,
837,Rehnquist,301,Terrell v Morris.txt,-0.1,1989,
644,Rehnquist,108,Dunaway v New York.txt,-0.09962406,1979,
731,Rehnquist,195,Lindh v Murphy.txt,-0.092580645,1997,
740,Rehnquist,204,Massachusetts v. Podgurski.txt,-0.089,1983,
860,Rehnquist,324,United States v. Mendoza-Lopez.txt,-0.088983051,1987,
537,Rehnquist,1,460 U.txt,-0.082608696,1983,
756,Rehnquist,220,Minneapolis Star & Tribune Co. v. Minn. Comm'r of Revenue.txt,-0.082608696,1983,
683,Rehnquist,147,Green v. Georgia.txt,-0.08,1976,
838,Rehnquist,302,Texas v. Mead.txt,-0.079908676,1984,
588,Rehnquist,52,Busic v U S.txt,-0.078571429,1980,
865,Rehnquist,329,US v Yermian.txt,-0.075182482,1984,
711,Rehnquist,175,Israel v. McMorris.txt,-0.074242424,1982,
664,Rehnquist,128,Forsyth County Ga v Nationalist Movement.txt,-0.073655914,1992,
628,Rehnquist,92,Cruz v. Beto.txt,-0.071875,1972,
560,Rehnquist,24,Batson v Kentucky.txt,-0.065333333,1985,
665,Rehnquist,129,Fort Gratiot Sanitary Landfill Inc v Michigan Dept of Natural Resources.txt,-0.064285714,1992,
556,Rehnquist,20,"Baker v. Gold Seal Liquors, Inc..txt",-0.057258065,1974,
702,Rehnquist,166,Hubbard v. United States.txt,-0.055357143,1995,
706,Rehnquist,170,Hutto v Finney.txt,-0.053070175,1978,
752,Rehnquist,216,Midlantic Nat Bank v New Jersey Dept of Environmental Protection.txt,-0.052424242,1985,
807,Rehnquist,271,Schlup v Delo.txt,-0.050689655,1994,
563,Rehnquist,27,Bell v Ohio.txt,-0.05,1978,
763,Rehnquist,227,Murphy Bros. v. Michetti Pipe Stringing.txt,-0.05,1999,
777,Rehnquist,241,Orr v Orr.txt,-0.028333333,1978,
883,Rehnquist,347,Yazoo County Industrial Dev. Corp. v. Suthoff.txt,-0.025961538,1982,
619,Rehnquist,83,Community Communications Co Inc v City of Boulder Colo.txt,-0.025,1981,
643,Rehnquist,107,Duckworth v. Owen.txt,-0.024,1981,
681,Rehnquist,145,Gonzales v. Beto.txt,-0.021830986,1972,
697,Rehnquist,161,Hines v Anchor Motor Freight Inc.txt,-0.02,1975,
599,Rehnquist,63,Chandler v Miller.txt,-0.01953125,1997,
867,Rehnquist,331,Van Lare v. Hurley.txt,-0.0125,1975,
774,Rehnquist,238,Nyquist v. Mauclet.txt,-0.006626506,1977,
679,Rehnquist,143,Golden State Transit Corp v City of Los Angeles.txt,-0.001754386,1985,
605,Rehnquist,69,City of Houston Tex v Hill.txt,1.85E-17,1987,
701,Rehnquist,165,Houston v. Hill.txt,2.22E-17,1987,
873,Rehnquist,337,Watchtower Bible and Tract Society of New York Inc v Village of Stratton.txt,0.004391892,2002,
778,Rehnquist,242,Ortega-Rodriguez v US.txt,0.011538462,1992,
806,Rehnquist,270,Saye v. Williams.txt,0.011764706,1981,
879,Rehnquist,343,Winston v. Moore.txt,0.012698413,1981,
540,Rehnquist,4,Alioto v. Williams.txt,0.02,1981,
620,Rehnquist,84,"Concerned Citizens of Southern Ohio, Inc. v. Pine Creek Conservancy Dist..txt",0.020325203,1977,
562,Rehnquist,26,Beck v. Ala..txt,0.0225,1980,
606,Rehnquist,70,City of Indianapolis v Edmond.txt,0.026433121,2000,
692,Rehnquist,156,"Hensley v. Municipal Court, San Jose-Milpitas Judicial Dist..txt",0.029166667,1973,
698,Rehnquist,162,Hobbie v Unemployment Appeals Com'n of Florida.txt,0.03,1986,
574,Rehnquist,38,Boeing Co. v. Van Gemert.txt,0.030714286,1980,
630,Rehnquist,94,Dallas County Hospital Dist. v. Dallas Asso. of Community Organization for Reform Now.txt,0.033673469,1982,
555,Rehnquist,19,Bagley v. Byrd.txt,0.034545455,2002,
884,Rehnquist,348,Ybarra v. Ill..txt,0.036458333,1979,
771,Rehnquist,235,Nguyen v US.txt,0.040254237,2003,
831,Rehnquist,295,Tahoe-Sierra Preservation Council Inc v Tahoe Regional Planning Agency.txt,0.040714286,2002,
800,Rehnquist,264,Roe v Wade.txt,0.042672414,1973,
687,Rehnquist,151,"Hardin v. Pitney-Bowes, Inc..txt",0.043939394,1978,
722,Rehnquist,186,Khanh Phuong Nguyen v. United States.txt,0.047272727,2003,
723,Rehnquist,187,Kraft General Foods Inc v Iowa Dept of Revenue and Finance.txt,0.051265823,1992,
797,Rehnquist,261,Robbins v. Cal..txt,0.059,1981,
584,Rehnquist,48,Buckley v. Am. Constitutional Law Fund.txt,0.077358491,1999,
741,Rehnquist,205,McCarren v. Springfield.txt,0.077692308,1983,
587,Rehnquist,51,Bushey v. New York State Civil Service Com..txt,0.080487805,1984,
816,Rehnquist,280,Snead v. Stringer.txt,0.080952381,1981,
675,Rehnquist,139,Gelbard v. United States.txt,0.081407942,1972,
754,Rehnquist,218,Mills v Maryland.txt,0.081985294,1988,
770,Rehnquist,234,Newport News Shipbuilding and Dry Dock Co v EEOC.txt,0.08206278,1983,
725,Rehnquist,189,Larkin v Grendel's Den Inc.txt,0.08490566,1981,
634,Rehnquist,98,Delaware v Prouse.txt,0.089423077,1979,
729,Rehnquist,193,Lee v International Soc for Krishna Consciousness Inc.txt,0.093478261,1992,
808,Rehnquist,272,School Bd of Nassau County Fla v Arline.txt,0.094642857,1986,
726,Rehnquist,190,Larson v. Valente.txt,0.094954128,1982,
858,Rehnquist,322,"United States v. Glaxo Group, Ltd..txt",0.098695652,1972,
660,Rehnquist,124,Florida v Royer.txt,0.103212851,1982,
583,Rehnquist,47,Buchanan v. Evans.txt,0.103296703,1978,
580,Rehnquist,44,Brandon v Holt.txt,0.103488372,1984,
658,Rehnquist,122,Finch v. United States.txt,0.104255319,1977,
625,Rehnquist,89,Cox Broadcasting Corp v Cohn.txt,0.104819277,1974,
846,Rehnquist,310,Torres-Valencia v. United States.txt,0.107142857,1983,
835,Rehnquist,299,Tennessee v Lane.txt,0.107249071,1978,
791,Rehnquist,255,Ratchford v. Gay Lib.txt,0.107638889,1978,
809,Rehnquist,273,School Dist of City of Grand Rapids v Ball.txt,0.11,1984,
652,Rehnquist,116,Enomoto v. Wright.txt,0.113953488,1978,
750,Rehnquist,214,Michigan v Clifford.txt,0.114880952,1983,
661,Rehnquist,125,Florida v. Garrett.txt,0.11503268,1981,
847,Rehnquist,311,Transcontinental Gas Pipe Line Corp v State Oil and Gas Bd of Mississippi.txt,0.118717949,1985,
585,Rehnquist,49,Bunkley v. Florida.txt,0.119021739,2003,
544,Rehnquist,8,Am. Bank & Trust Co. v. Dallas County.txt,0.119924812,1983,
721,Rehnquist,185,Keystone Bituminous Coal Ass'n v. DeBenedictis.txt,0.12027027,1987,
621,Rehnquist,85,Connecticut v. Mohegan Tribe.txt,0.121698113,1981,
696,Rehnquist,160,Hill v Stone.txt,0.12300885,1975,
864,Rehnquist,328,US v National Treasury Employees Union.txt,0.125694444,1994,
862,Rehnquist,326,United States v. Williams.txt,0.129496403,1995,
713,Rehnquist,177,Jeffries v. Barksdale.txt,0.133695652,1981,
603,Rehnquist,67,Cincinnati v. Discovery Network.txt,0.1359375,1993,
578,Rehnquist,42,Bowen v US Postal Service.txt,0.136111111,1982,
849,Rehnquist,313,"Tulsa Professional Collection Services, Inc. v. Pope.txt",0.138157895,1988,
834,Rehnquist,298,Tennard v. Dretke.txt,0.14352518,2004,
736,Rehnquist,200,Markham v. Geller.txt,0.143589744,1981,
648,Rehnquist,112,Edgar v. Mite Corp..txt,0.147115385,1982,
744,Rehnquist,208,"McNary v. Haitian Refugee Ctr., Inc..txt",0.1484375,1991,
761,Rehnquist,225,Monell v Department of Social Services of City of New York.txt,0.149752475,1978,
845,Rehnquist,309,Toll v Moreno.txt,0.150961538,1982,
783,Rehnquist,247,Peer v. Griffeth.txt,0.151666667,1980,
786,Rehnquist,250,"Philadelphia Newspapers, Inc. v. Jerome.txt",0.15483871,1978,
734,Rehnquist,198,Lords Landing Village Condominium Council of Unit Owners v Continental Ins.txt,0.156818182,1997,
601,Rehnquist,65,Chardon v Fumero Soto.txt,0.157647059,1983,
682,Rehnquist,146,Green Tree Financial Corp v Bazzle.txt,0.159146341,2003,
641,Rehnquist,105,Dickinson v Zurko.txt,0.1625,1999,
885,Rehnquist,349,Zablocki v Redhail.txt,0.163157895,1977,
600,Rehnquist,64,Chappelle v. Greater Baton Rouge Airport Dist..txt,0.164,1977,
766,Rehnquist,230,"Needham v. White Laboratories, Inc..txt",0.165865385,1981,
826,Rehnquist,290,Strait v. Laird.txt,0.166369048,1972,
871,Rehnquist,335,Washington County v Gunther.txt,0.167232376,1981,
572,Rehnquist,36,Board of Education v. Davis.txt,0.171212121,1999,
758,Rehnquist,222,Mississippi Republican Executive Committee v. Brooks.txt,0.172183099,1984,
557,Rehnquist,21,Ballard v. Comm'r.txt,0.175935829,2005,
792,Rehnquist,256,Reed v Ross.txt,0.176213592,1984,
676,Rehnquist,140,General Atomic Co v Felter.txt,0.179166667,1977,
624,Rehnquist,88,Corporation Com. of Oklahoma v. Federal Power Com..txt,0.179816514,1974,
654,Rehnquist,118,Estelle v. Justice.txt,0.183333333,1976,
690,Rehnquist,154,Healy v Beer Institute Inc.txt,0.183846154,1989,
738,Rehnquist,202,Maryland v Louisiana.txt,0.184042553,1981,
609,Rehnquist,73,City of Rome v U S.txt,0.186419753,1979,
821,Rehnquist,285,Sporhase v Nebraska ex rel Douglas.txt,0.187912088,1982,
564,Rehnquist,28,Bendix Autolite Corp v Midwesco Enterprises Inc.txt,0.19,1988,
586,Rehnquist,50,"Burbank v. Lockheed Air Terminal, Inc..txt",0.19,1973,
850,Rehnquist,314,U S Dept of Agriculture v Murry.txt,0.190909091,1973,
669,Rehnquist,133,"Fresh Pond Shopping Center, Inc. v. Callahan.txt",0.192307692,1983,
559,Rehnquist,23,Bartnicki v. Vopper.txt,0.19295302,2001,
715,Rehnquist,179,"John Cuneo, Inc. v. NLRB.txt",0.19382716,1983,
817,Rehnquist,281,South-Central Timber Development Inc v Wunnicke.txt,0.194594595,1984,
541,Rehnquist,5,Allenberg Cotton Co Inc v Pittman.txt,0.194753086,1974,
627,Rehnquist,91,Crawford-El v Britton.txt,0.195035461,1997,
841,Rehnquist,305,Thomas v Washington Gas Light Co.txt,0.195075758,1980,
705,Rehnquist,169,Hughes v. Oklahoma.txt,0.198192771,1979,
790,Rehnquist,254,Ramah Navajo Sch. Bd. v. Bureau of Revenue.txt,0.198232323,1982,
546,Rehnquist,10,Anderson v Liberty Lobby Inc.txt,0.198245614,1985,
788,Rehnquist,252,Prince Edward School Foundation v. United States.txt,0.2,1981,
861,Rehnquist,325,United States v. Sioux Nation of Indians.txt,0.2,1980,
804,Rehnquist,268,Santa Fe Independent School Dist v Doe.txt,0.206666667,2000,
720,Rehnquist,184,Keyes v School Dist No 1 Denver Colo.txt,0.207692308,1972,
830,Rehnquist,294,Symm v. United States.txt,0.20787037,1979,
749,Rehnquist,213,Mich. v. Tyler.txt,0.209090909,1978,
678,Rehnquist,142,"Gladstone, Realtors v. Bellwood.txt",0.216569767,1979,
760,Rehnquist,224,MLB v SLJ.txt,0.216666667,1996,
552,Rehnquist,16,Ashcroft v. Free Speech Coalition.txt,0.218115942,2002,
876,Rehnquist,340,West Lynn Creamery Inc v Healy.txt,0.218539326,1994,
595,Rehnquist,59,Carpenters 46 N. Cal. Counties Joint Apprenticeship & Training Comm. v. Eldredge.txt,0.218636364,1996,
742,Rehnquist,206,McCarty v. McCarty.txt,0.219459459,1981,
863,Rehnquist,327,United States v. Winstar Corp..txt,0.220850202,1996,
642,Rehnquist,106,Diedrich v. Comm'r.txt,0.223214286,1982,
751,Rehnquist,215,Michigan v Jackson.txt,0.223626374,1985,
